age,exit,travel,dept,homeDist,edu,id,envrStf,gender,jobLvl,jobStf,marital,monthSal,pastComp,overtime,salInc,relStf,workYrs,wlBal,compYrs,lastPromYrs,currManYrs
45,No,Rarely,Sales,2,Bachelor,606,Very High,Male,2,Medium,Married,4805,0,No,19,Medium,9,Best,8,3,7
26,Yes,Frequently,Human Resources,17,Master,608,Medium,Female,1,High,Divorced,2741,0,Yes,11,Medium,8,Good,7,1,0
29,No,Rarely,Research & Development,19,Bachelor,611,Very High,Male,2,Very High,Divorced,4262,4,No,12,Medium,8,Best,3,1,2
33,No,Rarely,Research & Development,1,Doctor,612,Low,Female,4,High,Divorced,16184,4,No,19,High,10,Better,6,0,5
31,No,Rarely,Sales,7,Bachelor,613,High,Male,3,Very High,Divorced,11557,9,No,21,High,10,Good,5,0,1
18,Yes,Frequently,Sales,5,Bachelor,614,Medium,Male,1,Medium,Single,1878,1,Yes,14,Very High,0,Better,0,0,0
40,No,None,Sales,28,Bachelor,615,High,Male,3,Low,Divorced,10932,3,No,15,High,20,Better,1,0,1
41,No,None,Research & Development,2,Master,616,Low,Female,2,High,Single,6811,2,Yes,17,Low,10,Better,8,0,7
26,No,Rarely,Sales,29,College,618,Low,Male,2,High,Divorced,4306,5,No,12,Low,8,Better,0,0,0
35,No,Rarely,Sales,1,Bachelor,620,Low,Female,2,High,Single,4859,1,No,16,Very High,5,Better,5,0,3
34,No,Rarely,Sales,21,Master,621,Very High,Male,2,Very High,Single,5337,1,No,12,Very High,10,Better,10,5,7
26,Yes,Rarely,Research & Development,24,Bachelor,622,High,Male,1,Very High,Single,2340,1,Yes,18,Medium,1,Bad,1,0,0
37,No,Rarely,Research & Development,1,Bachelor,623,Medium,Female,3,Very High,Single,7491,4,No,17,Very High,12,Best,6,1,2
46,No,Frequently,Research & Development,18,Below College,624,Low,Female,3,High,Married,10527,5,No,11,Very High,28,Good,2,1,2
41,No,Rarely,Sales,2,Doctor,625,Medium,Female,4,Low,Married,16595,7,No,16,Medium,22,Better,18,11,8
37,No,None,Sales,9,Master,626,Low,Male,3,Medium,Divorced,8834,1,No,13,Very High,9,Better,9,7,7
52,No,Rarely,Research & Development,6,College,630,Very High,Male,2,Low,Divorced,5577,3,Yes,12,Medium,18,Better,10,6,9
32,Yes,None,Sales,11,Master,631,Very High,Male,2,High,Married,4707,8,No,12,Very High,6,Better,4,1,2
24,No,Frequently,Sales,24,Bachelor,632,Very High,Male,1,Very High,Married,2400,0,No,13,High,3,Better,2,2,1
38,No,Rarely,Research & Development,10,Bachelor,634,High,Female,2,High,Married,9824,3,No,19,High,18,Better,1,0,0
37,No,Rarely,Research & Development,1,Master,635,Medium,Female,2,Medium,Married,6447,6,No,12,Medium,8,Good,6,4,3
49,No,Rarely,Research & Development,18,Master,638,Very High,Male,5,High,Divorced,19502,1,Yes,17,High,31,Better,31,0,9
24,No,Rarely,Research & Development,23,Bachelor,639,Medium,Male,1,Very High,Married,2725,1,Yes,11,Medium,6,Better,6,1,4
26,No,Rarely,Sales,28,College,641,Low,Male,2,Medium,Married,6272,1,No,20,Very High,6,Best,5,1,4
24,No,Rarely,Research & Development,17,College,643,Very High,Male,1,Medium,Married,2127,1,No,21,Very High,1,Better,1,0,0
50,No,Frequently,Human Resources,3,Bachelor,644,Low,Male,5,Medium,Married,18200,1,No,11,High,32,Better,32,10,7
25,No,Rarely,Sales,13,Below College,645,Medium,Male,1,High,Married,2096,1,No,11,High,7,Better,7,0,6
24,Yes,Frequently,Research & Development,7,Bachelor,647,Low,Female,1,High,Married,2886,1,Yes,16,Very High,6,Better,6,1,2
30,Yes,Frequently,Sales,12,Master,648,Medium,Male,1,Low,Married,2033,1,No,18,High,1,Best,1,0,0
34,No,Rarely,Research & Development,1,College,649,Medium,Male,1,Very High,Married,3622,1,Yes,13,Very High,6,Better,6,1,3
31,Yes,Rarely,Sales,13,Master,650,Medium,Male,2,Low,Divorced,4233,2,No,17,High,9,Bad,3,1,2
35,No,Rarely,Research & Development,25,College,652,Low,Male,2,Very High,Single,3681,4,No,14,Very High,9,Better,3,0,2
31,No,Rarely,Sales,6,Master,653,Low,Male,2,Very High,Divorced,5460,4,No,22,Very High,13,Best,7,5,7
27,No,Rarely,Research & Development,6,Master,655,Low,Female,1,High,Divorced,2187,0,No,12,High,6,Good,5,0,3
37,No,Rarely,Sales,2,Bachelor,656,Very High,Male,2,High,Married,9602,4,Yes,11,High,17,Good,3,1,0
20,No,Rarely,Research & Development,1,Bachelor,657,Very High,Female,1,Medium,Single,2836,1,No,13,Very High,1,Best,1,0,0
42,No,Rarely,Research & Development,2,Master,659,High,Female,2,Very High,Married,4089,1,No,13,Medium,10,Better,10,2,2
43,No,Rarely,Research & Development,6,Master,661,Medium,Male,4,Very High,Divorced,16627,4,Yes,14,High,21,Good,1,0,0
38,No,Rarely,Research & Development,1,Below College,662,High,Female,1,Low,Single,2619,3,No,17,Very High,8,Good,0,0,0
43,No,Frequently,Research & Development,9,Doctor,663,Very High,Male,2,High,Divorced,5679,3,Yes,13,Medium,10,Better,8,4,7
48,No,Rarely,Research & Development,1,Master,664,Very High,Female,4,Low,Married,15402,7,No,11,Low,21,Bad,3,0,2
44,No,Rarely,Human Resources,1,Master,665,Low,Female,2,High,Single,5985,4,No,11,Medium,10,Best,2,0,2
34,No,Rarely,Sales,14,Bachelor,666,High,Female,1,High,Divorced,2579,1,Yes,18,Very High,8,Better,8,0,6
27,Yes,Rarely,Sales,2,Below College,667,High,Male,1,Low,Divorced,3041,0,No,11,Medium,5,Better,4,0,2
21,No,Rarely,Sales,22,Below College,669,High,Male,1,High,Single,3447,1,No,11,High,3,Better,3,1,2
44,No,Rarely,Research & Development,3,Master,671,Very High,Male,5,Very High,Married,19513,4,Yes,12,Low,26,Best,2,0,1
22,No,Rarely,Research & Development,6,Below College,675,Low,Male,1,High,Married,2773,0,No,20,Very High,3,Better,2,2,2
33,No,Rarely,Sales,8,Master,677,High,Male,2,High,Divorced,7104,0,No,12,Very High,6,Better,5,1,2
32,No,Rarely,Research & Development,9,Master,679,Low,Female,2,Very High,Married,6322,1,Yes,12,Very High,6,Good,6,0,5
30,No,Frequently,Research & Development,3,Bachelor,680,High,Female,1,High,Divorced,2083,1,No,20,High,1,Better,1,0,0
53,No,Rarely,Sales,1,Below College,682,Very High,Female,2,Low,Single,8381,7,No,20,Very High,18,Best,14,8,10
34,No,Rarely,Research & Development,1,Doctor,683,Medium,Male,1,Very High,Married,2691,1,No,12,Very High,10,Good,10,8,8
45,Yes,Frequently,Sales,26,Master,684,Low,Female,2,Low,Married,4286,2,No,14,Very High,5,Better,1,0,0
26,No,Rarely,Research & Development,6,Bachelor,686,High,Female,1,Very High,Married,2659,1,Yes,13,High,3,Better,3,0,2
37,No,Rarely,Research & Development,3,Bachelor,689,High,Male,3,High,Married,9434,1,No,15,High,10,Better,10,7,8
29,No,Rarely,Sales,3,College,690,Medium,Female,2,High,Married,5561,1,No,14,Low,6,Good,6,1,2
35,No,Rarely,Research & Development,6,Master,691,Medium,Male,2,Very High,Single,6646,1,No,13,Medium,17,Better,17,11,8
33,No,Frequently,Research & Development,6,Bachelor,692,High,Male,2,Very High,Divorced,7725,3,No,23,High,15,Bad,13,4,7
54,No,Rarely,Human Resources,19,Master,698,High,Male,3,Medium,Married,10725,2,No,15,High,16,Best,9,7,1
36,No,Rarely,Research & Development,9,College,699,Medium,Male,2,Medium,Divorced,8847,2,Yes,11,High,13,Better,3,0,2
27,No,Rarely,Research & Development,3,Master,700,Low,Male,1,Very High,Single,2045,0,No,13,Very High,5,Better,4,1,1
20,Yes,Rarely,Research & Development,10,Below College,701,Very High,Male,1,High,Single,1009,1,Yes,11,Very High,1,Better,1,1,1
33,Yes,Frequently,Research & Development,3,Bachelor,702,Low,Male,1,Low,Single,3348,1,Yes,11,Low,10,Better,10,9,7
35,No,None,Research & Development,3,Bachelor,704,High,Male,1,High,Married,1281,1,No,18,High,1,Better,1,0,0
23,No,Rarely,Research & Development,4,Bachelor,705,Low,Male,1,Low,Married,2819,2,No,16,Low,5,Best,3,0,2
25,No,Rarely,Sales,8,Bachelor,707,Very High,Male,2,Medium,Married,4851,0,No,22,High,4,Better,3,1,2
38,No,Rarely,Sales,7,Master,709,Very High,Female,2,Very High,Single,4028,0,No,20,Low,8,Better,7,0,5
29,No,Frequently,Research & Development,1,Master,710,Medium,Male,1,Very High,Divorced,2720,1,No,18,Very High,10,Better,10,2,8
48,No,Rarely,Sales,2,Below College,712,Medium,Male,2,Medium,Married,8120,3,No,12,Very High,12,Better,2,2,2
27,No,Frequently,Sales,3,Below College,714,Very High,Female,2,Very High,Divorced,4647,1,Yes,20,Medium,6,Better,6,0,4
37,No,Rarely,Research & Development,10,College,715,Very High,Male,1,Very High,Single,4680,3,No,17,Low,4,Better,1,0,0
50,No,Rarely,Research & Development,28,Below College,716,Very High,Male,1,High,Married,3221,1,Yes,11,High,20,Better,20,3,8
34,No,Rarely,Research & Development,9,Bachelor,717,Very High,Female,3,Medium,Single,8621,1,No,14,Medium,9,Best,8,7,7
24,Yes,Rarely,Sales,3,College,720,Low,Female,2,High,Single,4577,9,No,14,Low,4,Better,2,2,0
39,No,Rarely,Research & Development,2,Master,721,Very High,Female,2,High,Single,4553,1,No,11,Low,20,Better,20,11,10
32,No,Rarely,Sales,10,Bachelor,722,Very High,Male,2,Very High,Single,5396,1,No,12,Very High,10,Good,10,0,8
50,Yes,Frequently,Sales,8,College,723,Medium,Male,2,High,Married,6796,3,Yes,14,Low,18,Better,4,1,3
38,No,Rarely,Research & Development,1,Master,724,Medium,Female,2,Very High,Single,7625,0,No,13,High,10,Good,9,1,8
27,No,Rarely,Research & Development,1,College,725,High,Female,3,Low,Married,7412,1,No,11,Very High,9,Better,9,0,7
32,No,Rarely,Research & Development,3,College,727,High,Female,3,Very High,Single,11159,3,No,15,Very High,10,Better,7,7,7
47,No,Rarely,Sales,14,Master,728,Very High,Male,2,Low,Single,4960,2,No,12,Very High,20,Better,7,1,7
40,No,Frequently,Sales,5,Master,729,Very High,Male,3,Low,Married,10475,5,Yes,21,High,20,Better,18,1,12
53,No,Rarely,Research & Development,7,Bachelor,730,High,Male,4,High,Married,14814,3,No,19,High,32,Better,5,1,3
41,No,Rarely,Human Resources,10,Master,731,Medium,Male,5,Very High,Divorced,19141,3,No,15,Medium,23,Good,21,12,6
60,No,Rarely,Sales,16,Master,732,Low,Male,2,Low,Single,5405,8,No,14,Very High,10,Better,2,2,2
27,No,Frequently,Research & Development,10,College,733,Very High,Male,3,Low,Divorced,8793,1,No,21,High,9,Good,9,1,7
41,No,Rarely,Human Resources,1,Bachelor,734,Very High,Male,5,High,Married,19189,1,No,12,Medium,22,Better,22,2,10
50,No,Rarely,Sales,8,Master,738,Very High,Male,1,Medium,Married,3875,7,No,15,Very High,4,Better,2,2,2
28,Yes,Rarely,Research & Development,1,College,741,Low,Female,1,Medium,Single,2216,7,Yes,13,Very High,10,Better,7,3,7
36,No,None,Research & Development,8,Bachelor,742,Low,Female,3,Low,Married,11713,9,No,14,Low,10,Better,8,0,5
38,No,Rarely,Research & Development,1,Bachelor,743,High,Female,3,High,Single,7861,4,Yes,14,Very High,10,Best,1,0,0
44,No,None,Research & Development,24,Bachelor,744,Low,Male,1,High,Single,3708,2,No,14,High,9,Better,5,1,4
47,No,Frequently,Sales,3,Bachelor,746,Very High,Female,4,High,Divorced,13770,9,Yes,12,Very High,28,Good,22,11,13
30,No,Rarely,Sales,27,Doctor,747,High,Male,2,Very High,Divorced,5304,7,No,23,Very High,10,Good,8,7,7
29,No,Rarely,Sales,10,Bachelor,749,High,Male,1,High,Single,2642,1,No,11,High,1,Better,1,0,0
42,Yes,Frequently,Research & Development,19,Bachelor,752,High,Male,1,High,Divorced,2759,6,Yes,12,Very High,7,Better,2,2,2
43,No,Frequently,Sales,15,Bachelor,754,Very High,Male,2,Very High,Married,6804,3,No,18,High,7,Better,2,2,2
34,No,Rarely,Research & Development,8,College,757,Medium,Female,2,High,Single,6142,3,No,11,Very High,10,Better,5,4,3
23,No,Rarely,Research & Development,9,Below College,758,Medium,Male,1,Low,Married,2500,1,No,14,Very High,5,Best,4,0,2
39,No,Rarely,Human Resources,3,Bachelor,760,High,Female,2,Medium,Married,6389,9,No,15,High,12,Bad,8,3,6
56,No,Rarely,Research & Development,9,Bachelor,762,High,Male,4,Very High,Married,11103,7,No,11,High,30,Good,10,1,1
40,No,Rarely,Research & Development,2,Below College,763,Very High,Female,1,Very High,Single,2342,0,Yes,20,Very High,5,Good,4,2,3
27,No,Rarely,Research & Development,7,Bachelor,764,Very High,Female,2,Low,Single,6811,8,No,19,Low,9,Bad,7,0,7
29,No,Rarely,Sales,10,Bachelor,766,Very High,Male,1,Medium,Divorced,2297,1,No,14,Very High,2,Better,2,2,2
53,No,Rarely,Research & Development,6,Bachelor,769,Very High,Male,2,Very High,Single,2450,2,No,17,Very High,19,Better,2,2,2
35,No,None,Research & Development,2,Master,771,Very High,Female,2,Low,Divorced,5093,2,No,11,Low,16,Best,1,0,0
32,No,Frequently,Research & Development,24,Master,772,Low,Male,2,Very High,Married,5309,1,No,15,Very High,10,Better,10,4,7
38,No,Rarely,Research & Development,2,Doctor,773,Very High,Male,1,High,Married,3057,6,Yes,13,Medium,6,Bad,1,0,1
34,No,Rarely,Research & Development,8,Doctor,775,Medium,Female,2,Low,Divorced,5121,3,No,14,High,7,Better,0,0,0
52,No,Rarely,Sales,3,Master,776,High,Male,4,Low,Married,16856,1,No,11,Low,34,Best,34,1,16
33,Yes,Rarely,Research & Development,1,Master,780,Very High,Male,1,Very High,Single,2686,1,Yes,13,High,10,Good,10,7,8
25,No,Rarely,Sales,26,Below College,781,High,Female,2,Very High,Single,6180,1,No,23,Medium,6,Good,6,1,4
45,No,Rarely,Sales,2,College,783,Medium,Male,2,High,Single,6632,0,No,13,Low,9,Better,8,3,1
23,No,Rarely,Research & Development,10,Below College,784,Low,Male,1,High,Single,3505,1,No,18,Very High,2,Better,2,0,2
47,Yes,Frequently,Sales,27,College,785,Medium,Female,2,High,Single,6397,4,Yes,12,Very High,8,Better,5,1,3
34,No,Rarely,Sales,2,Bachelor,786,Very High,Male,2,Very High,Single,6274,1,No,22,High,6,Better,6,1,4
55,Yes,Rarely,Research & Development,2,Bachelor,787,Very High,Male,5,Low,Married,19859,5,Yes,13,Very High,24,Better,5,1,4
36,No,None,Sales,8,Master,789,Low,Male,3,Low,Single,7587,1,No,15,Medium,10,Better,10,0,9
52,No,None,Research & Development,19,Master,791,Very High,Male,1,Very High,Married,4258,0,No,18,Low,5,Better,4,1,2
26,No,Frequently,Research & Development,1,College,792,Low,Female,1,Very High,Divorced,4364,3,No,14,Low,5,Better,2,2,0
29,No,Rarely,Research & Development,27,Bachelor,793,Medium,Female,2,High,Married,4335,4,No,12,Low,11,Good,8,1,1
26,Yes,Rarely,Sales,8,Bachelor,796,Very High,Male,2,Low,Single,5326,6,No,17,High,6,Good,4,1,2
34,No,Rarely,Research & Development,1,Master,797,Medium,Female,1,Very High,Single,3280,2,No,16,High,10,Better,4,1,3
54,No,Rarely,Research & Development,19,Master,799,Very High,Female,2,Low,Divorced,5485,9,Yes,11,Medium,9,Better,5,1,4
27,No,Frequently,Sales,8,Below College,800,High,Male,2,Very High,Married,4342,0,No,19,Medium,5,Better,4,1,1
37,No,Rarely,Research & Development,10,Below College,802,Very High,Female,1,Low,Divorced,2782,0,Yes,13,Medium,6,Good,5,4,3
38,No,Frequently,Research & Development,2,Master,803,Low,Female,2,Low,Single,5980,6,Yes,12,Very High,17,Better,15,4,12
34,No,Rarely,Research & Development,2,Master,804,High,Female,1,Low,Single,4381,1,No,11,High,6,Better,6,1,3
35,No,Rarely,Sales,8,Master,805,Low,Female,1,Very High,Married,2572,1,No,16,Medium,3,Good,3,0,2
30,No,Rarely,Research & Development,1,Bachelor,806,Very High,Male,1,High,Married,3833,3,No,21,High,7,Better,2,0,2
40,No,Frequently,Research & Development,2,College,807,High,Female,2,Medium,Married,4244,1,No,24,Very High,8,Better,8,3,7
34,No,Rarely,Sales,8,College,808,High,Female,2,Low,Married,6500,5,No,17,Medium,6,Better,3,1,2
42,No,Frequently,Research & Development,8,Bachelor,809,Medium,Male,5,Very High,Divorced,18430,1,No,13,Medium,24,Good,24,14,9
23,Yes,Rarely,Research & Development,6,Bachelor,811,High,Male,1,Low,Married,1601,1,Yes,21,High,1,Better,0,0,0
24,No,None,Research & Development,9,Bachelor,812,High,Male,1,Medium,Divorced,2694,1,No,11,High,1,Better,1,0,0
52,No,Rarely,Research & Development,11,Master,813,Very High,Female,2,High,Married,3149,8,No,20,Medium,9,Better,5,1,4
50,No,Rarely,Research & Development,2,Bachelor,815,High,Male,4,High,Married,17639,5,No,16,Very High,30,Better,4,0,3
29,Yes,Rarely,Research & Development,1,College,816,Medium,Female,1,Low,Married,2319,1,Yes,11,Very High,1,Better,1,0,0
33,No,Rarely,Research & Development,7,Bachelor,817,High,Male,3,High,Married,11691,0,No,11,Very High,14,Best,13,3,7
33,Yes,Rarely,Sales,16,Bachelor,819,Low,Female,2,Low,Single,5324,5,No,15,High,6,Better,3,0,2
47,No,Rarely,Research & Development,2,College,820,High,Female,4,Very High,Married,16752,1,Yes,11,High,26,Good,26,3,0
36,No,Rarely,Research & Development,1,Bachelor,823,High,Female,2,Medium,Married,5228,0,No,15,Low,10,Better,9,0,5
29,No,Rarely,Research & Development,23,College,824,High,Male,1,High,Married,2700,1,No,24,High,10,Better,10,0,7
58,Yes,Rarely,Research & Development,2,Master,825,Very High,Male,5,Medium,Single,19246,7,Yes,12,Very High,40,Better,31,13,8
35,No,Rarely,Research & Development,1,Master,826,Very High,Female,1,High,Single,2506,3,No,13,High,7,Better,2,2,2
42,No,Rarely,Research & Development,1,College,827,Very High,Female,2,Very High,Married,6062,9,Yes,13,Very High,8,Better,4,0,2
28,Yes,Rarely,Research & Development,2,Master,828,High,Male,1,High,Single,4382,6,No,17,Very High,5,Good,2,2,1
36,No,Rarely,Human Resources,13,Bachelor,829,High,Male,1,Medium,Married,2143,4,No,13,Medium,8,Better,5,0,4
32,No,Rarely,Research & Development,4,Bachelor,830,High,Female,2,High,Married,6162,1,No,12,High,14,Better,14,6,8
40,No,Frequently,Research & Development,16,Master,832,Low,Male,2,High,Single,5094,6,No,14,Very High,10,Better,1,0,0
30,No,Rarely,Research & Development,2,Bachelor,833,High,Female,2,Very High,Single,6877,5,Yes,24,Medium,12,Good,0,0,0
45,No,Rarely,Research & Development,2,Bachelor,834,Medium,Female,1,High,Single,2274,1,No,14,Very High,1,Better,1,0,0
42,No,Rarely,Research & Development,29,Bachelor,836,Medium,Male,2,Medium,Married,4434,1,No,13,Very High,10,Good,9,7,8
38,No,Frequently,Research & Development,12,Bachelor,837,Low,Male,2,Low,Divorced,6288,2,No,15,High,13,Good,4,1,2
34,No,Frequently,Research & Development,16,Master,838,High,Female,1,Very High,Single,2553,1,No,16,High,6,Better,5,1,3
49,Yes,Rarely,Sales,11,Bachelor,840,High,Female,3,Very High,Married,7654,1,No,18,Low,9,Best,9,7,7
55,Yes,Rarely,Sales,2,Below College,842,High,Male,2,Very High,Single,5160,4,No,16,High,12,Good,9,7,3
43,No,Rarely,Research & Development,14,College,843,Medium,Male,4,Low,Married,17159,6,No,24,High,22,Better,4,1,0
27,No,Rarely,Research & Development,5,Below College,844,High,Male,3,Very High,Divorced,12808,1,Yes,16,Medium,9,Better,9,0,8
35,No,Rarely,Research & Development,7,Bachelor,845,High,Male,3,High,Single,10221,3,No,21,Medium,17,Best,8,1,6
28,No,Rarely,Sales,2,Master,846,Medium,Female,2,Medium,Married,4779,1,Yes,20,Low,8,Better,8,7,5
34,No,Rarely,Human Resources,3,College,847,High,Male,1,Very High,Married,3737,0,No,19,High,4,Bad,3,0,2
26,Yes,Frequently,Research & Development,5,College,848,High,Female,1,High,Married,2366,1,Yes,14,Low,8,Better,8,1,7
27,No,None,Research & Development,3,Bachelor,850,Very High,Male,1,Very High,Married,1706,1,No,11,High,0,Good,0,0,0
51,No,Rarely,Sales,26,Master,851,Low,Female,4,High,Married,16307,2,No,14,High,29,Good,20,4,17
44,No,Rarely,Research & Development,4,Bachelor,852,Very High,Male,2,Medium,Single,5933,9,No,12,Very High,10,Good,5,2,3
25,No,Rarely,Research & Development,2,Below College,854,Low,Male,1,Low,Single,3424,7,No,13,High,6,Good,4,0,1
33,No,Rarely,Sales,1,Bachelor,855,Low,Male,2,Low,Divorced,4037,1,No,22,Low,9,Better,9,0,8
35,No,Rarely,Research & Development,27,Below College,856,High,Female,1,Low,Single,2559,1,No,11,Very High,6,Good,6,1,1
36,No,Rarely,Sales,1,College,857,Medium,Male,2,Very High,Married,6201,1,Yes,14,Very High,18,Good,18,4,11
32,No,Rarely,Sales,13,Master,859,Medium,Male,2,Very High,Divorced,4403,2,No,11,High,8,Good,5,0,3
30,No,Frequently,Research & Development,5,Master,861,Medium,Male,1,Very High,Divorced,3761,9,No,12,Medium,10,Good,5,0,3
53,No,Rarely,Sales,7,College,862,Low,Female,3,Very High,Married,10934,7,Yes,18,Very High,35,Better,5,0,4
45,No,Rarely,Sales,9,Bachelor,864,Very High,Male,3,Low,Divorced,10761,4,Yes,12,High,18,Better,5,0,2
32,No,Rarely,Research & Development,8,College,865,High,Female,2,High,Married,5175,5,No,12,High,9,Good,5,1,3
52,No,Frequently,Research & Development,25,Master,867,High,Female,4,Very High,Married,13826,3,No,22,High,31,Better,9,0,0
37,No,Rarely,Sales,16,Master,868,Very High,Male,2,High,Divorced,6334,4,No,19,Very High,9,Better,1,0,0
28,No,Rarely,Human Resources,8,College,869,Medium,Male,1,Very High,Divorced,4936,1,No,13,Very High,6,Better,5,0,4
22,No,Rarely,Research & Development,1,College,872,Very High,Male,2,Very High,Married,4775,6,No,22,Low,4,Bad,2,2,2
44,No,Rarely,Research & Development,8,Master,874,Low,Male,1,Very High,Married,2818,2,Yes,24,High,10,Good,3,0,2
42,No,Frequently,Research & Development,2,Below College,875,Medium,Male,1,Very High,Single,2515,5,Yes,14,Very High,8,Better,2,2,2
36,No,Rarely,Human Resources,8,Bachelor,878,Low,Male,1,Low,Married,2342,0,No,21,High,6,Better,5,0,3
25,No,Rarely,Sales,3,Below College,879,High,Male,2,Low,Married,4194,1,Yes,18,Very High,5,Better,5,0,3
35,No,Rarely,Research & Development,9,Bachelor,880,Very High,Female,3,High,Married,10685,1,Yes,20,Medium,17,Better,17,5,15
35,Yes,Frequently,Research & Development,25,Master,881,Very High,Female,1,Medium,Divorced,2022,1,Yes,19,Low,10,Good,10,7,8
32,No,None,Research & Development,1,Bachelor,882,Very High,Male,1,Very High,Divorced,2314,0,No,12,Medium,4,Better,3,0,2
25,No,Rarely,Sales,4,Below College,885,High,Male,2,Low,Married,4256,1,No,12,Low,5,Best,5,0,3
49,No,Rarely,Research & Development,1,Bachelor,887,High,Female,1,Low,Married,3580,2,No,16,Medium,7,Better,4,0,2
24,No,None,Research & Development,4,Below College,888,Low,Male,1,Very High,Married,3162,0,No,17,Very High,6,Good,5,3,4
32,No,Frequently,Sales,5,College,889,Medium,Male,2,Medium,Married,6524,1,No,14,Very High,10,Better,10,5,3
38,No,Rarely,Sales,9,Bachelor,893,Medium,Male,1,Medium,Married,2899,0,No,19,Very High,3,Better,2,1,2
42,No,Rarely,Research & Development,3,Bachelor,894,High,Female,2,Very High,Married,5231,2,Yes,13,Medium,17,Good,5,1,3
31,No,Rarely,Research & Development,11,Master,895,Very High,Male,1,Very High,Married,2356,3,Yes,19,Medium,8,Better,6,0,2
29,Yes,Rarely,Sales,1,Bachelor,896,Medium,Female,1,High,Divorced,2800,6,Yes,19,High,5,Better,3,0,2
53,No,Rarely,Sales,8,Bachelor,897,Low,Male,4,Very High,Married,11836,5,No,14,High,28,Better,2,2,2
35,No,Rarely,Research & Development,25,Bachelor,899,Very High,Male,3,Medium,Married,10903,3,No,16,Low,16,Better,13,4,8
37,No,Frequently,Sales,21,College,900,High,Female,1,Very High,Married,2973,5,No,15,Medium,10,Better,5,0,0
53,No,Rarely,Research & Development,23,Master,901,Very High,Female,4,Very High,Single,14275,6,No,18,High,33,Better,12,3,8
43,No,Frequently,Research & Development,1,Bachelor,902,Very High,Female,2,Very High,Married,5562,4,No,13,Medium,12,Good,5,2,2
47,No,Rarely,Sales,2,College,903,High,Female,2,Very High,Married,4537,0,Yes,22,Low,8,Better,7,7,7
37,No,None,Sales,19,College,904,Low,Male,3,Medium,Single,7642,1,Yes,13,Very High,10,Better,10,0,9
50,No,None,Research & Development,2,Master,905,Low,Male,4,Low,Divorced,17924,1,No,11,Very High,31,Better,31,14,7
39,No,Rarely,Human Resources,2,Bachelor,909,Very High,Female,2,Very High,Married,5204,8,No,11,High,13,Better,5,0,4
33,No,Rarely,Human Resources,3,College,910,Very High,Male,1,Medium,Divorced,2277,3,Yes,11,High,7,Best,4,0,3
32,Yes,Rarely,Research & Development,25,Master,911,Low,Male,1,Very High,Single,2795,1,Yes,24,High,1,Bad,1,0,1
29,No,Rarely,Research & Development,7,Below College,912,Low,Female,1,Very High,Divorced,2532,6,No,14,High,8,Better,4,0,3
44,No,Rarely,Research & Development,9,College,913,Medium,Male,1,Low,Married,2559,1,Yes,13,Very High,8,Better,8,7,1
28,No,Rarely,Sales,5,Master,916,Low,Male,2,Very High,Single,4908,1,No,14,Medium,4,Better,4,0,2
58,Yes,Frequently,Research & Development,2,Below College,918,Very High,Male,1,Very High,Divorced,2380,9,Yes,14,Very High,3,Good,1,0,0
43,No,Rarely,Research & Development,8,Bachelor,920,Low,Female,2,Medium,Divorced,4765,4,No,21,High,4,Best,1,0,0
20,Yes,Rarely,Sales,2,Bachelor,922,High,Female,1,High,Single,2044,1,No,13,Very High,2,Good,2,0,2
21,Yes,Rarely,Research & Development,18,Below College,923,Very High,Female,1,Very High,Single,2693,1,No,19,Low,1,Good,1,0,0
36,No,Rarely,Research & Development,14,Below College,924,High,Male,2,Very High,Married,6586,0,Yes,17,Low,17,Good,16,4,11
47,No,Rarely,Sales,2,Master,925,Very High,Female,1,Very High,Single,3294,1,Yes,18,Low,3,Good,3,1,2
22,Yes,Rarely,Research & Development,3,Below College,926,Medium,Female,2,High,Married,4171,0,Yes,19,Low,4,Best,3,0,2
41,Yes,Rarely,Research & Development,2,Master,927,Medium,Female,1,Very High,Divorced,2778,4,Yes,13,High,10,Good,7,1,0
28,No,Rarely,Research & Development,9,Bachelor,930,High,Female,1,High,Divorced,2377,5,No,18,Medium,6,Better,2,2,2
39,Yes,Rarely,Research & Development,6,Bachelor,932,Very High,Male,1,Low,Married,2404,7,Yes,21,Very High,8,Bad,2,2,2
27,No,Rarely,Research & Development,4,Bachelor,933,Medium,Female,1,High,Single,2318,1,No,19,High,1,Better,1,0,0
34,No,Rarely,Research & Development,10,Bachelor,934,Medium,Male,1,Medium,Divorced,2008,1,No,14,Medium,1,Better,1,1,0
42,No,Rarely,Sales,14,College,936,High,Female,2,High,Single,6244,7,No,17,Low,10,Better,5,0,3
33,No,Rarely,Research & Development,1,Master,939,High,Male,1,Low,Single,2799,3,Yes,11,Medium,6,Better,3,0,2
58,No,Rarely,Research & Development,5,Bachelor,940,High,Female,3,Medium,Divorced,10552,2,Yes,13,Very High,24,Better,6,0,4
31,No,Rarely,Sales,7,Master,941,Medium,Male,1,High,Married,2329,3,No,15,Medium,13,Best,7,5,2
35,No,Rarely,Research & Development,21,Below College,942,Very High,Female,2,Very High,Married,4014,1,Yes,25,Very High,10,Bad,10,0,7
49,No,Rarely,Research & Development,8,College,944,Low,Female,3,Medium,Married,7403,4,No,11,High,29,Good,26,1,7
